stock_id,feature_date,target,max_return,max_return_date,trading_days_count
01001T,2022-03-31,0,0.0011037527593818748,2022-04-01,18
01001T,2022-06-30,0,0.014519056261342917,2022-07-28,17
01001T,2022-09-30,0,0.0,,10
01001T,2022-12-31,0,0.0,,9
01001T,2023-03-31,0,0.023702754644458746,2023-04-12,17
01001T,2023-06-30,0,0.004026845637583926,2023-07-04,17
01001T,2023-09-30,0,-0.0006666666666666524,2023-10-02,16
01001T,2023-12-31,0,0.04084507042253522,2024-01-24,19
01001T,2024-03-31,0,0.003405994550408768,2024-04-12,15
01001T,2024-06-30,0,0.0,2024-07-01,17
01001T,2024-09-30,0,0.0,,12
01002T,2022-03-31,0,0.03178738926524228,2022-04-06,18
01002T,2022-06-30,0,0.03170189098998889,2022-07-04,20
01002T,2022-09-30,0,0.005555555555555635,2022-10-05,16
01002T,2022-12-31,0,0.0,,11
01002T,2023-03-31,0,0.02505694760820053,2023-04-25,15
01002T,2023-06-30,0,0.0022321428571428093,2023-07-25,20
01002T,2023-09-30,0,-0.0005602240896359419,2023-10-02,16
01002T,2023-12-31,0,0.03356890459363959,2024-01-19,19
01002T,2024-03-31,0,0.0,2024-04-01,18
01002T,2024-06-30,0,-0.0029533372711164035,2024-07-01,16
01002T,2024-09-30,0,0.0024937655860348597,2024-10-14,17
01003T,2022-03-31,0,0.005025125628140776,2022-04-14,17
01003T,2022-06-30,0,0.00908632004038363,2022-07-11,19
01003T,2022-09-30,1,0.11062801932367146,2022-10-13,19
01003T,2022-12-31,0,0.0,,9
01003T,2023-03-31,0,0.01711026615969579,2023-04-20,17
01003T,2023-06-30,0,0.016279069767441926,2023-07-03,20
01003T,2023-09-30,0,0.004591368227731766,2023-10-05,18
01003T,2023-12-31,0,0.0,,0
01003T,2024-03-31,0,0.0,,0
01003T,2024-06-30,0,0.0,,0
01003T,2024-09-30,0,0.0,,0
01004T,2022-03-31,0,0.006836544437538809,2022-04-25,18
01004T,2022-06-30,0,0.0,,10
01004T,2022-09-30,0,0.0,,12
