stock_id,feature_date,target,max_return,max_return_date,trading_days_count
01001T,2024-03-31,0,0.003405994550408768,2024-04-12,15
01002T,2024-03-31,0,0.0,2024-04-01,18
01003T,2024-03-31,0,0.0,,0
01004T,2024-03-31,0,-0.0015408320493065927,2024-04-01,17
01005T,2024-03-31,0,0.0,,0
01007T,2024-03-31,0,0.0005952380952379768,2024-04-08,17
01008T,2024-03-31,0,0.0,,0
01009T,2024-03-31,0,0.0024937655860348597,2024-04-12,17
020001,2024-03-31,0,0.0,,11
020002,2024-03-31,0,0.0,,4
020003,2024-03-31,0,0.0,,0
020004,2024-03-31,0,0.0,,0
020005,2024-03-31,0,0.0,,0
020006,2024-03-31,0,0.0,,0
020007,2024-03-31,0,0.0,,2
020009,2024-03-31,0,0.0,,0
020010,2024-03-31,0,0.0,,0
020011,2024-03-31,0,0.0,,6
020012,2024-03-31,0,0.0,,6
020013,2024-03-31,0,0.0,,0
020014,2024-03-31,0,0.0,,0
020015,2024-03-31,0,0.0,,0
020016,2024-03-31,0,0.0,,0
020017,2024-03-31,0,0.0,,0
020018,2024-03-31,0,0.03477485510477045,2024-04-26,16
02001B,2024-03-31,0,0.0,,13
02001L,2024-03-31,0,0.02351534475886807,2024-04-02,18
02001R,2024-03-31,0,0.0,,9
020020,2024-03-31,1,0.07317073170731707,2024-04-01,18
020021,2024-03-31,0,0.0,,0
020022,2024-03-31,0,0.0,,0
020023,2024-03-31,0,0.004716981132075371,2024-04-02,18
020024,2024-03-31,0,0.0,,0
020025,2024-03-31,0,0.007366482504604059,2024-04-02,18
020026,2024-03-31,0,0.0,,2
020027,2024-03-31,0,-0.005128205128205019,2024-04-02,18
020029,2024-03-31,0,0.0,2024-04-10,18
02002L,2024-03-31,0,0.0,,0
020030,2024-03-31,0,0.013864818024263445,2024-04-09,18
020031,2024-03-31,0,0.015923566878980836,2024-04-02,18
020032,2024-03-31,1,0.05220228384991848,2024-04-18,17
020033,2024-03-31,0,0.049019607843137226,2024-04-26,18
020034,2024-03-31,0,0.01604938271604948,2024-04-03,18
020035,2024-03-31,0,0.017948717948718024,2024-04-12,18
020036,2024-03-31,0,0.0,,10
020037,2024-03-31,0,0.0016583747927031154,2024-04-01,17
020038,2024-03-31,0,0.0,2024-04-10,18
02003L,2024-03-31,0,0.0,,0
020040,2024-03-31,0,0.011450381679389238,2024-04-12,18
020041,2024-03-31,0,0.0,,8
1101,2024-03-31,0,0.04510108864696743,2024-04-03,18
1102,2024-03-31,0,0.04600484261501225,2024-04-24,18
1103,2024-03-31,0,0.04597701149425292,2024-04-03,18
1104,2024-03-31,1,0.0870253164556962,2024-04-24,18
1107,2024-03-31,0,0.0,,0
1108,2024-03-31,1,0.11075949367088607,2024-04-18,18
1109,2024-03-31,0,0.04947916666666663,2024-04-10,18
1110,2024-03-31,1,0.145658263305322,2024-04-26,18
1201,2024-03-31,0,0.010582010582010732,2024-04-11,18
1203,2024-03-31,0,-0.001972386587771231,2024-04-02,18
1210,2024-03-31,0,0.012131715771230428,2024-04-01,18
1213,2024-03-31,0,0.024725274725274686,2024-04-02,18
1215,2024-03-31,0,0.017857142857142856,2024-04-02,18
1216,2024-03-31,0,0.018064516129032333,2024-04-22,18
1217,2024-03-31,0,0.021008403361344536,2024-04-18,18
1218,2024-03-31,0,0.0045248868778279576,2024-04-01,18
1219,2024-03-31,0,0.01604278074866314,2024-04-24,18
1220,2024-03-31,0,0.029508196721311428,2024-04-24,18
1225,2024-03-31,0,0.04424778761061947,2024-04-24,18
1227,2024-03-31,0,0.018348623853211083,2024-04-09,18
1229,2024-03-31,0,0.010309278350515295,2024-04-10,18
1230,2024-03-31,0,0.0,,0
1231,2024-03-31,0,0.026859504132231492,2024-04-02,18
1232,2024-03-31,0,0.003401360544217687,2024-04-01,18
1233,2024-03-31,0,0.011816838995568643,2024-04-02,18
1234,2024-03-31,0,0.023058252427184362,2024-04-08,18
1235,2024-03-31,0,0.01717791411042952,2024-04-09,18
1236,2024-03-31,0,0.012765957446808541,2024-04-25,18
1240,2024-03-31,0,0.0390625,2024-04-10,18
1256,2024-03-31,0,0.0423728813559322,2024-04-02,18
1258,2024-03-31,0,0.0,,0
1259,2024-03-31,0,0.008010680907877094,2024-04-10,18
1260,2024-03-31,0,0.01666666666666664,2024-04-03,18
1262,2024-03-31,0,0.0,,0
1264,2024-03-31,0,0.03114754098360656,2024-04-15,17
1268,2024-03-31,0,0.016233766233766232,2024-04-01,18
1269,2024-03-31,0,0.021450459652706786,2024-04-12,17
1271,2024-03-31,1,0.08163265306122448,2024-04-10,18
1293,2024-03-31,0,0.04553415061295974,2024-04-12,15
1294,2024-03-31,1,0.5595854922279793,2024-04-09,18
1295,2024-03-31,1,0.10810810810810811,2024-04-10,18
1301,2024-03-31,1,0.05079825834542815,2024-04-10,18
1303,2024-03-31,1,0.05178571428571426,2024-04-10,18
1304,2024-03-31,1,0.06542056074766359,2024-04-15,18
1305,2024-03-31,1,0.05769230769230773,2024-04-10,18
1307,2024-03-31,0,0.03395585738539898,2024-04-10,18
1308,2024-03-31,0,0.0364583333333333,2024-04-09,18
1309,2024-03-31,1,0.0516129032258065,2024-04-10,18
1310,2024-03-31,0,0.022471910112359605,2024-04-09,18
1311,2024-03-31,0,0.0,,0
1312,2024-03-31,0,0.033834586466165356,2024-04-10,18
1313,2024-03-31,0,0.04905660377358493,2024-04-10,18
1314,2024-03-31,1,0.11821086261980823,2024-04-22,18
1315,2024-03-31,0,0.019310344827586284,2024-04-10,18
1316,2024-03-31,1,0.06770833333333337,2024-04-10,18
1319,2024-03-31,1,0.076,2024-04-12,18
1321,2024-03-31,1,0.13112391930835726,2024-04-26,18
1323,2024-03-31,0,0.008077544426494346,2024-04-02,18
1324,2024-03-31,1,0.0859106529209622,2024-04-09,18
1325,2024-03-31,0,0.032423208191126256,2024-04-18,18
