period,test_date,stock_id,model_name,predicted_value,actual_value,error_percentage,error_absolute
107,2021-10,2385,Prophet,9454442554.695543,9473418000.0,0.20030199558867465,18975445.30445671
108,2021-11,2385,Prophet,9489329911.116064,10317316000.0,8.025208192556436,827986088.8839359
109,2021-12,2385,Prophet,9143075948.34789,9994978000.0,8.523300918242233,851902051.6521091
110,2022-01,2385,Prophet,8557833506.388295,9928201000.0,13.802777498276928,1370367493.6117048
111,2022-02,2385,Prophet,6710234462.087288,8313488000.0,19.284968450218635,1603253537.912712
112,2022-03,2385,Prophet,9518723413.14902,10603963000.0,10.234283039755804,1085239586.8509808
113,2022-04,2385,Prophet,8956054589.681017,8060503000.0,11.11036854252169,895551589.6810169
114,2022-05,2385,Prophet,9614234947.31313,9863250000.0,2.5246754638366724,249015052.68687057
115,2022-06,2385,Prophet,9860767966.099577,10728048000.0,8.08422961847694,867280033.900423
116,2022-07,2385,Prophet,9597611751.284906,10302508000.0,6.841986909547594,704896248.7150936
117,2022-08,2385,Prophet,10340144508.676884,10261684000.0,0.7645968115650774,78460508.6768837
118,2022-09,2385,Prophet,11389784314.825436,10096600000.0,12.808116740540735,1293184314.8254356
119,2022-10,2385,Prophet,10927627803.143658,9392634000.0,16.34252759283134,1534993803.1436577
120,2022-11,2385,Prophet,10963694289.716202,9643687000.0,13.68778652517654,1320007289.7162018
121,2022-12,2385,Prophet,10267080135.112371,8565939000.0,19.859365506949928,1701141135.1123714
122,2023-01,2385,Prophet,9140263589.277456,7088704000.0,28.941250604870174,2051559589.2774563
123,2023-02,2385,Prophet,7030786862.369059,6863311000.0,2.440161350244199,167475862.3690586
124,2023-03,2385,Prophet,10544497005.205725,8769945000.0,20.23447131316929,1774552005.2057247
125,2023-04,2385,Prophet,8928719419.134853,7873565000.0,13.401228276325316,1055154419.1348534
126,2023-05,2385,Prophet,10025106342.893286,8453826000.0,18.586617975024396,1571280342.8932858
127,2023-06,2385,Prophet,9907878839.706507,9035308000.0,9.657344715935603,872570839.7065067
128,2023-07,2385,Prophet,9436084983.14816,8022391000.0,17.621853424348938,1413693983.148161
129,2023-08,2385,Prophet,9792942230.4209,8645868000.0,13.267311395696769,1147074230.4209003
130,2023-09,2385,Prophet,10231158718.176147,9140680000.0,11.929951799823947,1090478718.1761475
131,2023-10,2385,Prophet,10136736420.805658,8238719000.0,23.037773479173865,1898017420.8056583
132,2023-11,2385,Prophet,10094758242.673746,8219515000.0,22.81452424715748,1875243242.673746
133,2023-12,2385,Prophet,9091413376.006887,7970712000.0,14.06024174511496,1120701376.0068874
134,2024-01,2385,Prophet,7570752151.573648,7695297000.0,1.6184540821017244,124544848.42635155
135,2024-02,2385,Prophet,5927727942.4090605,6640240000.0,10.73021543785977,712512057.5909395
136,2024-03,2385,Prophet,8165381753.693738,8510366000.0,4.0536945920570515,344984246.306262
137,2024-04,2385,Prophet,7882979175.72237,7762708000.0,1.5493456113816229,120271175.72237015
138,2024-05,2385,Prophet,8139263790.494749,8549876000.0,4.8025516335587906,410612209.50525093
139,2024-06,2385,Prophet,8722175946.437523,8361276000.0,4.316326197550743,360899946.4375229
140,2024-07,2385,Prophet,8327927461.88549,8380859000.0,0.6315765259206674,52931538.11450958
141,2024-08,2385,Prophet,8620973483.652027,9687161000.0,11.006191766070295,1066187516.3479729
142,2024-09,2385,Prophet,9470425556.824657,9653109000.0,1.892482962487449,182683443.17534256
143,2024-10,2385,Prophet,8350836899.574638,9287911000.0,10.08918044569292,937074100.4253616
144,2024-11,2385,Prophet,8441598644.342548,8632762000.0,2.214393906115466,191163355.65745163
145,2024-12,2385,Prophet,8083276586.551885,8316694000.0,2.8066129816501046,233417413.44811535
146,2025-01,2385,Prophet,7862006095.744654,7517508000.0,4.582610297782905,344498095.7446537
147,2025-02,2385,Prophet,6271957560.76334,7290720000.0,13.973413314962857,1018762439.23666
148,2025-03,2385,Prophet,8033739096.185393,8473057000.0,5.184880779329192,439317903.81460667
149,2025-04,2385,Prophet,7388374824.535849,8024350000.0,7.925566251025335,635975175.4641514
150,2025-05,2385,Prophet,7951546919.173514,8123837000.0,2.1207968700810422,172290080.82648563
151,2025-06,2385,Prophet,8298252876.22985,8346496000.0,0.5780045155494016,48243123.770150185
