period,test_date,stock_id,model_name,predicted_value,actual_value,error_percentage,error_absolute
42,2015-05,2385,XGBoost,5924540416.0,6806863000.0,12.962249776438867,882322584.0
43,2015-06,2385,XGBoost,6103314944.0,7198514000.0,15.214238049686365,1095199056.0
44,2015-07,2385,XGBoost,6251134464.0,6723583000.0,7.026737618915391,472448536.0
45,2015-08,2385,XGBoost,6397315072.0,6793255000.0,5.828427285594314,395939928.0
46,2015-09,2385,XGBoost,6611280896.0,7517760000.0,12.057835099816968,906479104.0
47,2015-10,2385,XGBoost,7037194752.0,7036601000.0,0.008438051269355758,593752.0
48,2015-11,2385,XGBoost,7275052032.0,7360885000.0,1.1660685909370951,85832968.0
49,2015-12,2385,XGBoost,7444980736.0,6976597000.0,6.71364185146426,468383736.0
50,2016-01,2385,XGBoost,7605475328.0,5600811000.0,35.792393780115056,2004664328.0
51,2016-02,2385,XGBoost,6497016320.0,4592953000.0,41.45618995012577,1904063320.0
52,2016-03,2385,XGBoost,5245390336.0,6431429000.0,18.441292969260797,1186038664.0
53,2016-04,2385,XGBoost,6256755200.0,5287804000.0,18.32426466639081,968951200.0
54,2016-05,2385,XGBoost,6148323328.0,6051631000.0,1.5977895545845409,96692328.0
55,2016-06,2385,XGBoost,6872441344.0,6921863000.0,0.7139935592484278,49421656.0
56,2016-07,2385,XGBoost,7035614720.0,6219894000.0,13.11470452711895,815720720.0
57,2016-08,2385,XGBoost,6717054976.0,7055487000.0,4.796720963414716,338432024.0
58,2016-09,2385,XGBoost,7121047040.0,7699548000.0,7.513440529236262,578500960.0
59,2016-10,2385,XGBoost,7937366528.0,6754613000.0,17.510307814822255,1182753528.0
60,2016-11,2385,XGBoost,7717170688.0,7216573000.0,6.936778551259719,500597688.0
61,2016-12,2385,XGBoost,7646512640.0,7180789000.0,6.485688968162134,465723640.0
62,2017-01,2385,XGBoost,7571141632.0,5143902000.0,47.18673940522195,2427239632.0
63,2017-02,2385,XGBoost,6023299072.0,5203731000.0,15.749624106242234,819568072.0
64,2017-03,2385,XGBoost,4973469184.0,6594380000.0,24.58018518799341,1620910816.0
65,2017-04,2385,XGBoost,6317547520.0,5405917000.0,16.863568567552925,911630520.0
66,2017-05,2385,XGBoost,6168083456.0,6024573000.0,2.382085103790758,143510456.0
67,2017-06,2385,XGBoost,6258835968.0,7239136000.0,13.541671713309434,980300032.0
68,2017-07,2385,XGBoost,6274185728.0,6159685000.0,1.8588731079592544,114500728.0
69,2017-08,2385,XGBoost,5815709696.0,7144632000.0,18.600290455827537,1328922304.0
70,2017-09,2385,XGBoost,7087141376.0,8204632000.0,13.620240664054158,1117490624.0
71,2017-10,2385,XGBoost,7323497472.0,7258777000.0,0.891616755825396,64720472.0
72,2017-11,2385,XGBoost,7573127168.0,7168342000.0,5.646845086353302,404785168.0
73,2017-12,2385,XGBoost,7578948096.0,6608609000.0,14.682955157431769,970339096.0
74,2018-01,2385,XGBoost,7317670912.0,6296190000.0,16.223794262879615,1021480912.0
75,2018-02,2385,XGBoost,6067770880.0,4645242000.0,30.623353530343522,1422528880.0
76,2018-03,2385,XGBoost,4791942656.0,6632412000.0,27.74962327430805,1840469344.0
77,2018-04,2385,XGBoost,6511256064.0,6429137000.0,1.2772952886211633,82119064.0
78,2018-05,2385,XGBoost,6092348928.0,7380200000.0,17.450083629169942,1287851072.0
79,2018-06,2385,XGBoost,6823902208.0,7452135000.0,8.430239012041515,628232792.0
80,2018-07,2385,XGBoost,7099097088.0,7721252000.0,8.057694684748018,622154912.0
81,2018-08,2385,XGBoost,6847204352.0,8669740000.0,21.02180282222996,1822535648.0
82,2018-09,2385,XGBoost,7347695616.0,8584290000.0,14.405319298392763,1236594384.0
83,2018-10,2385,XGBoost,7826734592.0,8239915000.0,5.014377065782838,413180408.0
84,2018-11,2385,XGBoost,7721399808.0,8165418000.0,5.43778887988343,444018192.0
85,2018-12,2385,XGBoost,7536519680.0,7044474000.0,6.984846278089749,492045680.0
86,2019-01,2385,XGBoost,7441475072.0,7128216000.0,4.394634954945249,313259072.0
87,2019-02,2385,XGBoost,5962122752.0,4954893000.0,20.327981895875453,1007229752.0
88,2019-03,2385,XGBoost,4967301120.0,7094332000.0,29.98211642759318,2127030880.0
89,2019-04,2385,XGBoost,6562159104.0,6751644000.0,2.806500105752021,189484896.0
90,2019-05,2385,XGBoost,6243338240.0,7990153000.0,21.86209400495835,1746814760.0
91,2019-06,2385,XGBoost,6914670592.0,7809262000.0,11.455517922180098,894591408.0
92,2019-07,2385,XGBoost,7338868736.0,8009584000.0,8.373908857189088,670715264.0
93,2019-08,2385,XGBoost,7624777728.0,9042891000.0,15.682078574208184,1418113272.0
94,2019-09,2385,XGBoost,7219567104.0,9133066000.0,20.951331086406253,1913498896.0
95,2019-10,2385,XGBoost,8086736896.0,9280205000.0,12.860363580330391,1193468104.0
96,2019-11,2385,XGBoost,8123489792.0,8260309000.0,1.656344913973557,136819208.0
97,2019-12,2385,XGBoost,7634364928.0,7097768000.0,7.560079844818822,536596928.0
98,2020-01,2385,XGBoost,8065703936.0,6228700000.0,29.492573667057332,1837003936.0
99,2020-02,2385,XGBoost,6461818368.0,4280190000.0,50.97036271754292,2181628368.0
100,2020-03,2385,XGBoost,4900243456.0,7601329000.0,35.534385421286196,2701085544.0
101,2020-04,2385,XGBoost,6523828736.0,8891424000.0,26.627852456479413,2367595264.0
102,2020-05,2385,XGBoost,7138361856.0,8190663000.0,12.847569775487038,1052301144.0
103,2020-06,2385,XGBoost,8219411456.0,8014033000.0,2.562735341868445,205378456.0
104,2020-07,2385,XGBoost,8297744896.0,8194616000.0,1.2584957733223863,103128896.0
105,2020-08,2385,XGBoost,8234706944.0,8569027000.0,3.9014937868675172,334320056.0
106,2020-09,2385,XGBoost,7983255552.0,9657558000.0,17.336706111420714,1674302448.0
107,2020-10,2385,XGBoost,8352876032.0,8723786000.0,4.251708696201397,370909968.0
108,2020-11,2385,XGBoost,8284193792.0,8383006000.0,1.1787204733003889,98812208.0
109,2020-12,2385,XGBoost,8618028032.0,8347896000.0,3.2359295324234996,270132032.0
110,2021-01,2385,XGBoost,8193231872.0,9211314000.0,11.052517892669819,1018082128.0
111,2021-02,2385,XGBoost,7612864000.0,6832174000.0,11.426670339484915,780690000.0
112,2021-03,2385,XGBoost,7393193984.0,9093560000.0,18.698573671917266,1700366016.0
113,2021-04,2385,XGBoost,8328323584.0,8004716000.0,4.042711621499126,323607584.0
114,2021-05,2385,XGBoost,7760649216.0,8421571000.0,7.8479630938218055,660921784.0
115,2021-06,2385,XGBoost,8994437120.0,8866488000.0,1.4430642662573954,127949120.0
116,2021-07,2385,XGBoost,8226224128.0,8895088000.0,7.519474478498695,668863872.0
117,2021-08,2385,XGBoost,8620937216.0,8599800000.0,0.24578729737900884,21137216.0
118,2021-09,2385,XGBoost,8411812864.0,9854024000.0,14.635758305439484,1442211136.0
119,2021-10,2385,XGBoost,8525664256.0,9473418000.0,10.004348419968379,947753744.0
120,2021-11,2385,XGBoost,8418661376.0,10317316000.0,18.402602227168384,1898654624.0
121,2021-12,2385,XGBoost,8538993152.0,9994978000.0,14.56716410981595,1455984848.0
122,2022-01,2385,XGBoost,7391919104.0,9928201000.0,25.5462383970671,2536281896.0
123,2022-02,2385,XGBoost,8062487552.0,8313488000.0,3.019195408714128,251000448.0
124,2022-03,2385,XGBoost,8358825472.0,10603963000.0,21.17262695088619,2245137528.0
125,2022-04,2385,XGBoost,8914632704.0,8060503000.0,10.596481435463767,854129704.0
126,2022-05,2385,XGBoost,8783635456.0,9863250000.0,10.945829660608826,1079614544.0
127,2022-06,2385,XGBoost,9359890432.0,10728048000.0,12.753089546206356,1368157568.0
128,2022-07,2385,XGBoost,8789858304.0,10302508000.0,14.682344299077469,1512649696.0
129,2022-08,2385,XGBoost,9191449600.0,10261684000.0,10.429422695144384,1070234400.0
130,2022-09,2385,XGBoost,8742748160.0,10096600000.0,13.408987579977419,1353851840.0
131,2022-10,2385,XGBoost,8736638976.0,9392634000.0,6.984143361702372,655995024.0
132,2022-11,2385,XGBoost,8788484096.0,9643687000.0,8.868007682124066,855202904.0
133,2022-12,2385,XGBoost,8888162304.0,8565939000.0,3.761681048627594,322223304.0
134,2023-01,2385,XGBoost,9480598528.0,7088704000.0,33.742338909905115,2391894528.0
135,2023-02,2385,XGBoost,9088405504.0,6863311000.0,32.42013226560766,2225094504.0
136,2023-03,2385,XGBoost,7011848192.0,8769945000.0,20.046839609598464,1758096808.0
137,2023-04,2385,XGBoost,8061110784.0,7873565000.0,2.3819678125474293,187545784.0
138,2023-05,2385,XGBoost,8432667136.0,8453826000.0,0.25028743198641656,21158864.0
139,2023-06,2385,XGBoost,9236439040.0,9035308000.0,2.226056267257298,201131040.0
140,2023-07,2385,XGBoost,9045854208.0,8022391000.0,12.757583219267174,1023463208.0
141,2023-08,2385,XGBoost,8968167424.0,8645868000.0,3.7277856196740453,322299424.0
142,2023-09,2385,XGBoost,8853567488.0,9140680000.0,3.1410410604025087,287112512.0
143,2023-10,2385,XGBoost,9134024704.0,8238719000.0,10.867049889673384,895305704.0
144,2023-11,2385,XGBoost,8819864576.0,8219515000.0,7.303953773428237,600349576.0
145,2023-12,2385,XGBoost,8913726464.0,7970712000.0,11.830994069287662,943014464.0
146,2024-01,2385,XGBoost,8342861312.0,7695297000.0,8.415065877249441,647564312.0
147,2024-02,2385,XGBoost,7766335488.0,6640240000.0,16.95865643410479,1126095488.0
148,2024-03,2385,XGBoost,6893459456.0,8510366000.0,18.999259773316446,1616906544.0
149,2024-04,2385,XGBoost,7915627008.0,7762708000.0,1.9699183326231,152919008.0
150,2024-05,2385,XGBoost,8102285312.0,8549876000.0,5.235054730618315,447590688.0
151,2024-06,2385,XGBoost,8741063680.0,8361276000.0,4.542221546089377,379787680.0
152,2024-07,2385,XGBoost,8375074304.0,8380859000.0,0.06902270996326272,5784696.0
153,2024-08,2385,XGBoost,8557964288.0,9687161000.0,11.656632030787968,1129196712.0
154,2024-09,2385,XGBoost,9011564544.0,9653109000.0,6.645987898820992,641544456.0
155,2024-10,2385,XGBoost,9662947328.0,9287911000.0,4.037897520766511,375036328.0
156,2024-11,2385,XGBoost,9576630272.0,8632762000.0,10.933560684286212,943868272.0
157,2024-12,2385,XGBoost,9084076032.0,8316694000.0,9.227008135684684,767382032.0
158,2025-01,2385,XGBoost,8464414720.0,7517508000.0,12.596018787076781,946906720.0
159,2025-02,2385,XGBoost,7443923968.0,7290720000.0,2.1013558057366075,153203968.0
160,2025-03,2385,XGBoost,7309493248.0,8473057000.0,13.732514156342864,1163563752.0
161,2025-04,2385,XGBoost,8245600256.0,8024350000.0,2.7572358633409557,221250256.0
162,2025-05,2385,XGBoost,8452182016.0,8123837000.0,4.041747957276839,328345016.0
163,2025-06,2385,XGBoost,8284140032.0,8346496000.0,0.7470915699234745,62355968.0
