stock_id,date,price_vs_ma_5,price_vs_ma_20,price_vs_ma_60,price_volatility,rsi_14,volume_vs_ma_20,momentum_5,momentum_10,momentum_20,revenue_yoy_growth,revenue_mom_growth,latest_revenue,revenue_stability_cv,consecutive_growth_months,avg_revenue_growth_12m,stock_id_numeric
2330,2024-12-30,0.0036832412523020164,0.01702822486587352,0.03771638925471632,0.016238698249567654,56.75675675675676,-0.19199579577384973,0.0092592592592593,0.004608294930875667,0.0531400966183575,57.77839955930539,0.7624290078549261,278163107000.0,0.2616939095637573,12,34.515782924800455,2330
